Id_Seq	Index
OS03g16020	150
ZM3066791	151
CS1467101	152
CS1467001	153
AT5G59720	154
AT3G46230	155
AT1G53540	156
ZM1582321	157
ZM3336351	158
ZM4371001	159
OS01g04380	160
OS01g04370	161
OS01g04360	162
VV4049279	163
VV4016009	164
VV4043951	165
VV4036270	166
VV4007012	167
VV4000010	168
CS0667501	169
PT21s00950	170
VV00295400	171
VV00238200	172
ZM4293961	173
OS07g33350	174
CS0859301	175
GM15g11360	176
GM13g27590	177
AT4G21870	178
ZM3249561	179
OS02g03570	180
ZM3755171	181
OS11g13980	182
VV02313400	183
CS2604801	184
CS2194901	185
GM19g01440	186
GM13g04350	187
PT13s09600	188
GM16g33130	189
GM10g32000	190
GM20g35650	191
CS2378301	192
AT4G10250	193
OS04g36750	194
ZM3317011	195
ZM3468391	196
VV01366500	197
GM02g08400	198
VV01366300	199
ZM3352421	200
OS06g14240	201
PT17s02810	202
VV01657200	203
GM14g39560	204
GM02g41150	205
AT5G37670	206
AT5G12030	207
AT5G12020	208
VV1257741	209
VV1256197	210
CS2996701	211
ZM4042491	212
ZM0568571	213
ZM0124551	214
ZM0341571	215
ZM0838101	216
OS01g08860	217
GM20g01930	218
GM06g05740	219
GM04g05720	220
GM17g34230	221
GM17g34220	222
GM14g11420	223
GM14g11430	224
CS2996601	225
VV03543600	226
VV1222557	227
VV03543000	228
VV1220412	229
PT06s24030	230
VV1246479	231
VV03543300	232
VV03542800	233
VV03543500	234
VV03543400	235
VV03542900	236
ZM0981671	237
OS02g54140	238
GM16g01440	239
GM07g04860	240
PT03s06870	241
AT1G54050	242
VV01669700	243
OS02g12610	244
ZM0139701	245
ZM0109271	246
OS05g42120	247
PT11s13520	248
PT01s44190	249
AT5G54660	250
GM13g36220	251
GM12g34340	252
VV01458200	253
CS0597001	254
ZM1496471	255
OS03g14180	256
OS09g17660	257
ZM1098141	258
ZM2105173	259
OS10g07200	260
ZM2021854	261
OS10g07210	262
CS2025701	263
AT4G27670	264
PT12s02930	265
GM06g14000	266
GM04g40790	267
VV03863100	268
ZM0807241	269
OS05g23140	270
GM18g10760	271
GM08g43120	272
PT10s06320	273
GM11g37450	274
CS0753901	275
VV01030800	276
VV01865400	277
AT5G51440	278
AT4G25200	279
PT09s02650	280
PT03s10860	281
GM12g01580	282
ZM0077292	283
ZM0077291	284
OS02g52150	285
ZM1359601	286
OS06g11610	287
VV00131600	288
VV00131500	289
PT03s07360	290
CS3208701	291
CS3208602	292
CS3208601	293
OS02g10710	294
CS0964201	295
PT01s19320	296
GM08g22630	297
VV01732200	298
AT1G52560	299
OS01g40530	300
OS01g40550	301
ZM1550771	302
ZM1081181	303
ZM0996261	304
OS05g51440	305
PT12s07190	306
PT15s07600	307
GM17g10560	308
GM05g01330	309
GM06g20270	310
ZM4492741	311
ZM1249431	312
ZM0818221	313
ZM0371461	314
OS03g45340	315
ZM4657231	316
OS10g30180	317
OS03g45330	318
ZM3526271	319
ZM1269721	320
OS10g30162	321
OS03g06170	322
PT09s15530	323
PT04s20270	324
PT04s20250	325
PT09s15520	326
PT09s15510	327
PT04s20230	328
GM14g04970	329
GM10g15950	330
VV03750900	331
AT5G20970	332
AT2G27140	333
CS1528301	334
CS1423801	335
PT19s05360	336
PT13s05160	337
PT0464s00b	338
AT1G54400	339
PT13s05170	340
PT0464s00a	341
GM16g04270	342
VV02243700	343
GM09g29510	344
CS1123501	345
VV00193000	346
CS2829201	347
CS2829101	348
PT10s25180	349
PT08s01440	350
AT5G04890	351
GM15g30010	352
GM08g24710	353
GM06g47360	354
GM04g16160	355
AT3G10680	356
PT08s01460	357
PT10s25190	358
PT08s01450	359
GM08g24700	360
GM04g16140	361
VV03453800	362
VV03453700	363
GM20g30710	364
GM10g36900	365
PT05s21480	366
PT02s06830	367
AT1G76770	368
AT5G47600	369
AT1G12180	370
AT5G47590	371
AT4G16560	372
AT4G16550	373
AT4G16540	374
AT2G03020	375
