Id_Seq	Index
EPAt025905	414
EPAt006345	415
EPSl008643	416
EPSl001547	417
EPPt040983	418
EPPt006205	419
EPPt006206	420
EPCs004642	421
EPCs030211	422
EPPpe24780	423
EPCs031448	424
EPCs018402	425
EPCs020294	426
EPOs026210	427
EPZm039494	428
O22818_1	429
EPPt024225	430
EPPt006209	431
EPPt006213	432
EPPt006215	433
EPPt006212	434
EPPt006232	435
EPPt006629	436
EPPt006223	437
EPPt006225	438
EPPt025442	439
EPPt040981	440
EPPt040980	441
EPPt025444	442
EPPt014465	443
EPAt005206	444
EPAt010502	445
EPPpe20025	446
EPPpe23366	447
EPPpe13849	448
EPPpe13845	449
P48979_1	450
EPPpe13054	451
EPPpe13303	452
EPCs029575	453
EPCs011492	454
EPCs029578	455
EPCs004581	456
EPCs031424	457
EPMt026501	458
EPCs003992	459
EPCs034939	460
EPCs040232	461
EPCs007701	462
EPCs023196	463
EPCs003993	464
EPCs034938	465
EPCs018370	466
EPCs033637	467
EPSl001371	468
EPSl001373	469
EPSl001545	470
EPSl026415	471
EPSl025750	472
EPSl026189	473
EPSl000369	474
EPPpe24456	475
EPPpe23925	476
EPPpe24750	477
EPPpe24798	478
EPAt004956	479
EPCs016974	480
EPPt014962	481
EPPt014963	482
EPSl019469	483
EPCs006760	484
EPCs024494	485
EPSl004574	486
EPSl024454	487
EPOs016624	488
EPZm044658	489
EPPt034186	490
EPPt044302	491
EPPpe03067	492
EPPpe03686	493
EPPt016187	494
EPPt016188	495
EPPt016215	496
EPSl024054	497
EPCs011932	498
EPCs039460	499
P49062_1	500
EPMt042861	501
EPCs012601	502
EPCs025106	503
EPCs007025	504
EPCs012471	505
EPOs014108	506
EPZm021916	507
EPZm035239	508
EPAt022162	509
EPPt016281	510
EPPpe28586	511
EPCs013109	512
EPCs020839	513
EPCs029084	514
EPOs025372	515
EPZm051408	516
EPZm017084	517
EPZm017097	518
EPZm017098	519
EPOs016623	520
EPOs016796	521
EPZm013712	522
P26216_1	523
EPZm013717	524
P35338_1	525
EPZm013716	526
EPZm013719	527
P35339_1	528
EPZm057690	529
EPOs027508	530
EPZm056286	531
EPZm058344	532
EPZm027496	533
EPZm051068	534
EPAt005704	535
EPAt002237	536
EPAt002056	537
EPAt016079	538
EPAt016077	539
EPAt016078	540
EPAt005621	541
EPAt024346	542
EPAt002503	543
EPAt013736	544
EPAt004004	545
EPAt023128	546
EPCs017578	547
EPPt017171	548
Q6H9K0_1	549
EPAt021020	550
EPAt023750	551
EPAt023751	552
P35337_1	553
EPAt023749	554
EPPt040582	555
EPPt003267	556
EPPt003268	557
EPPt003269	558
EPPt003271	559
EPPt001840	560
EPCs001169	561
EPCs020313	562
EPCs031417	563
EPCs016257	564
EPCs033564	565
EPCs021036	566
EPCs000029	567
EPCs011271	568
EPCs001563	569
EPCs010717	570
EPCs029505	571
EPCs004869	572
EPCs029425	573
EPCs006889	574
EPCs004030	575
EPCs011261	576
EPCs008216	577
EPCs027331	578
EPCs029429	579
EPCs013105	580
EPCs019350	581
EPMt016369	582
EPMt038695	583
Q40312_1	584
EPMt038687	585
EPMt038692	586
Q39786_1	587
Q39766_1	588
P24548_1	589
EPSl009576	590
EPSl000202	591
Q05967_1	592
EPCs011260	593
EPCs029424	594
EPPt009203	595
EPAt021278	596
P49063_2	597
EPPpe24318	598
EPSl001466	599
P43212_1	600
Q7M1E7_1	601
Q9FY19_1	602
EPRAc01265	603
EPRAc02160	604
EPRAc11278	605
EFAm008306	606
EFAm000112	607
EFAm015068	608
EFSm070322	609
EFSm064488	610
EFSm083977	611
EFSm087660	612
EFSm097174	613
EFSm097180	614
EFSm097836	615
EFSm018424	616
EFSm082092	617
EFSm004647	618
EFPpl12023	619
EFPpl13220	620
EFPpl12029	621
EFPpl13227	622
EFPc001479	623
EFMp007684	624
EFLb041289	625
EFLb127618	626
EFLb050448	627
EFLb127841	628
EFLb190149	629
EFLb190150	630
EFLb015449	631
EFLb074552	632
EFLb128047	633
EFLb180770	634
EFLb198197	635
EFLb073111	636
EFLb127731	637
EFLb180771	638
EFLb198198	639
EFLb015444	640
EFLb040290	641
EFLb127575	642
EPRAc06508	643
EPRAc06929	644
EPRAc10338	645
EPRAc13158	646
EADpo11171	647
EADpo07977	648
EADpo09797	649
EADpo04812	650
EADpo07898	651
EADpo09586	652
EADpo09694	653
EADpo09991	654
EADpo06280	655
EADpo07564	656
O97400_1	657
EADpo01100	658
EADpo03267	659
EADpo04096	660
EADpo06830	661
EFBc002918	662
EFSs010985	663
EFLm008591	664
EFCh008963	665
EFPtr11216	666
EFPn001232	667
EFAb002440	668
EFBc001610	669
EFSs010626	670
Q07181_1	671
EFFo018728	672
EFFv016455	673
EFCgr10528	674
Q5AYH4_1	675
EFNfi05923	676
A1DBR6_1	677
EFAo001863	678
Q2UT29_2	679
B8MW78_1	680
EFAn136786	681
EFAn149273	682
EFAn137928	683
EFAn081542	684
EFAn081349	685
EFAn100845	686
EFAn070608	687
EFAn062243	688
EFAn046740	689
EFAn046739	690
EFAn046738	691
EFAn037895	692
EFAn026707	693
EFAn011120	694
EFAn011119	695
EFAn000258	696
EFAn011118	697
EFAn100844	698
EFAn081373	699
Q9P4W2_1	700
EFAn139689	701
EFTm007339	702
EPRPi15645	703
EPRPi16716	704
EPRPi15656	705
EPRPi15521	706
EPRPi15649	707
EPRPi15648	708
EPRPi15650	709
EPRPi15654	710
EPRPi08511	711
EPRPi15669	712
EPRPi13597	713
EPRPi13598	714
EPRPi13596	715
EPRPi09001	716
EPRPi15668	717
EPRPi15875	718
EPRPi16717	719
EPRPi16718	720
P47180_1	721
EFBc005228	722
EFAt007745	723
Q5ATQ3_1	724
EFTr063005	725
EFTr062702	726
EFTr061511	727
EFTr038685	728
EFTr025890	729
EFTr028668	730
EFTr057687	731
EFTr057688	732
EFTr057685	733
EFTa065565	734
EFTa051010	735
EFTa044361	736
EFTa056475	737
EFTa065537	738
EFTa104279	739
EFTa104311	740
EFTa104424	741
EFTv056321	742
EFTv018020	743
EFTv007459	744
EFTv047687	745
EFTv056281	746
Q4WR80_1	747
EFNfi02202	748
A1D145_1	749
EFFg002997	750
EFFo013266	751
EFFv010917	752
EFLm001490	753
EFPtr11248	754
EFAb002167	755
EFPtr01770	756
EFMgr07251	757
EFNc004510	758
EFMf003482	759
EFMf101384	760
EFMf042708	761
EFMf042550	762
EFMf110228	763
EFMf042927	764
EFMf029949	765
EFMf022948	766
EFMf022866	767
EFCgr01092	768
P49575_1	769
B8N7Z8_1	770
P41749_1	771
EFAo004196	772
P35335_2	773
EFNfi05559	774
A1DAQ2_1	775
Q4WBE1_1	776
B0YAH0_1	777
EFAni05954	778
Q5B508_2	779
Q1HAY5_1	780
EFAn143763	781
EFAn143387	782
EFAn091219	783
EFAn090627	784
Q9P4W3_1	785
EFAn146345	786
EFAn120469	787
EFAn111185	788
EFAn090781	789
EFAn075703	790
EFAn066097	791
EFAn053748	792
EFAn053747	793
EFAn053746	794
EFAn041968	795
EFAn031988	796
EFAn018093	797
EFAn018092	798
EFAn005284	799
EFAn018091	800
EFAn143425	801
P19805_1	802
Q8NK98_2	803
Q9P359_1	804
EFAn030590	805
EFAn040839	806
EFAn143558	807
EFAn016372	808
EFAn137402	809
EFAn004003	810
EFAn016373	811
EFAn016374	812
EFAn052021	813
EFAn052022	814
EFAn052023	815
EFAn065023	816
EFAn074363	817
EFAn087984	818
EFAn088387	819
EFAn102366	820
EFAn119669	821
EFAn145713	822
EFAn151716	823
P26214_1	824
EFAn088751	825
EFAn143622	826
Q9Y834_1	827
Q9Y718_1	828
EFPcr58908	829
EFPcr43622	830
EFPcr43194	831
EFPcr40422	832
EFPcr24259	833
EFPcr04409	834
EFPcr14652	835
EFPcr61619	836
EFPcr61697	837
Q9P4W4_1	838
EFAn141989	839
EFAn141912	840
EFAn020887	841
Q8NK99_1	842
Q9P358_1	843
EFAn006961	844
EFAn020888	845
EFAn020889	846
EFAn033717	847
EFAn043337	848
EFAn056535	849
EFAn056536	850
EFAn056537	851
EFAn094060	852
EFAn094062	853
EFAn094107	854
EFAn103801	855
EFAn121683	856
EFAn147283	857
EFAn153897	858
EFAn153898	859
EFAn134246	860
Q70HJ4_1	861
EFAn108027	862
EFAn084492	863
EFAn072645	864
EFAn002309	865
EFAn028838	866
EFAn108028	867
EFAn141977	868
EFAn118538	869
P26213_1	870
EFAn108029	871
EFNfi00365	872
A1CVV8_1	873
Q4WQT2_1	874
A1CIV8_1	875
Q0CMU3_1	876
EFAo004410	877
Q2UHL4_1	878
P41750_1	879
O42824_1	880
EFMf045938	881
EFMf045594	882
EFMf005736	883
EFMf046614	884
EFMf103238	885
EFMf022990	886
EFMf029979	887
EFMf111704	888
EFMf029943	889
EPRSp18878	890
EPRSp19901	891
EFFg010358	892
EFFo016966	893
EFFv014686	894
EFTa074848	895
EFTa044586	896
EFTa034191	897
EFTa078510	898
EFTa081913	899
EFTa079675	900
EFTa056941	901
EFTa066011	902
EFTv006838	903
EFTv038733	904
EFTv017039	905
EFTv048189	906
EFTv048190	907
EFCgr06645	908
Q00446_1	909
EFFo016382	910
EFFo016321	911
EFFo018046	912
EFFo021080	913
EFVaa06434	914
EFVd004977	915
EFSr005458	916
EFUm003821	917
EFPtr00284	918
EFCh000814	919
P26215_1	920
EFAb004120	921
EFLm005708	922
EFPn002038	923
O59925_1	924
EFSs001005	925
O93883_1	926
Q9Y833_1	927
EFBc005259	928
EFSs010098	929
Q12708_1	930
EFBc010043	931
EFSs004152	932
O74213_1	933
Q70HJ3_1	934
EFAn118743	935
EFAn086548	936
EFAn086442	937
EFAn086347	938
EFAn072943	939
EFAn002610	940
EFAn029152	941
A2QL39_1	942
Q12554_1	943
EFAn072887	944
EFAn002552	945
EFAn014479	946
EFAn014480	947
EFAn014481	948
EFAn140618	949
EFAn135077	950
EFAn135402	951
O42809_1	952
EFAn150908	953
EFAn150907	954
EFAn145049	955
EFAn118703	956
EFAn101844	957
EFAn101843	958
EFAn085828	959
EFAn085686	960
EFAn085328	961
EFAn064018	962
EFAn050110	963
EFAn050109	964
EFAn050108	965
EFAn029092	966
EFAn039794	967
A2QBB6_1	968
EFAn101845	969
EFRo003161	970
EFRo015230	971
EFRo014162	972
I1BYN5_1	973
EFRo014154	974
I1BYM7_1	975
EFRo014163	976
I1BYN6_1	977
EFRo003322	978
I1BPS7_1	979
EFRo000349	980
EFRo017306	981
EFRo017389	982
EFRo017392	983
EFRo017391	984
EFRo006260	985
EFRo016330	986
EFRo014383	987
EFRo016147	988
EFRo007836	989
EFRo014015	990
EFRo016304	991
EFTa082882	992
EFTa065280	993
EFTa046035	994
EFTa036791	995
EFTa065264	996
EFTa065340	997
EFTa082984	998
EFTa083138	999
EFTr047904	1000
EFTr078241	1001
EFTr078239	1002
EFTr042542	1003
EFTr037762	1004
EFTr027253	1005
EFTr057546	1006
EFTr037761	1007
EFTr047926	1008
EFTr078268	1009
EFVaa08429	1010
EFVd008097	1011
EFAf007694	1012
EFAo005589	1013
EFMp005273	1014
EFBc000171	1015
EFSs004525	1016
EFFo013090	1017
Q9UUZ2_1	1018
A2QK83_1	1019
EFAn148014	1020
EFAn133446	1021
EFAn154900	1022
EFAn129341	1023
EFAn128193	1024
EFAn122595	1025
EFAn104466	1026
EFAn096717	1027
EFAn096615	1028
EFAn096600	1029
EFAn078795	1030
EFAn068503	1031
EFAn058836	1032
EFAn058835	1033
EFAn058834	1034
EFAn044499	1035
EFAn035164	1036
EFAn023173	1037
EFAn023172	1038
EFAn008379	1039
EFAn023171	1040
B8NPS8_1	1041
EFAo007098	1042
Q2UBD8_1	1043
Q4WBT4_2	1044
B0Y9F8_2	1045
EFNfi05942	1046
A1DBT5_1	1047
Q5B7U1_1	1048
EFPcr71261	1049
EFPcr43715	1050
EFPcr31247	1051
EFPcr30504	1052
EFPcr29110	1053
EFPcr09535	1054
EFPcr18954	1055
EFPcr71268	1056
EFPcr71677	1057
EFPc001069	1058
EFPpl12903	1059
EFPpl12905	1060
EFSm102816	1061
EFSm023355	1062
EFSm008607	1063
EFSm060966	1064
EFSm087522	1065
EFBc000974	1066
EFSs005798	1067
EFPn015961	1068
EFLm010967	1069
EFAb000875	1070
EFPtr10303	1071
EFCh001517	1072
Q00359_1	1073
EFLm009897	1074
EFMf005604	1075
EFMf111624	1076
EFMf028987	1077
EFMf046940	1078
EFMf046498	1079
EFMf028992	1080
EFMf022431	1081
EFMf046441	1082
EFMf103134	1083
Q00293_1	1084
Q27UB3_1	1085
EFAn040323	1086
EFAn003359	1087
EFAn029921	1088
EFAn130347	1089
EFAn064532	1090
EFAn109090	1091
EFAn051176	1092
EFAn087483	1093
EFAn131675	1094
EFAn051178	1095
EFAn086796	1096
EFAn051177	1097
EFAn086915	1098
EFAn128213	1099
EFAn015528	1100
EFAn073712	1101
EFAn015529	1102
EFAn015527	1103
EFAn109091	1104
Q0CGP0_1	1105
Q5ASG9_1	1106
EFAo005015	1107
B8NG16_1	1108
Q4WCZ8_2	1109
EFNfi09278	1110
A1DLC1_2	1111
EFPcr04172	1112
EFPcr24028	1113
EFPcr60168	1114
EFPcr40372	1115
EFPcr14466	1116
EFPcr39432	1117
EFPcr60716	1118
EFNfi05992	1119
Q5ARN5_1	1120
EFVaa01767	1121
EFVd001781	1122
EFTa073409	1123
EFTa086059	1124
EFTa037750	1125
EFTa065335	1126
EFTa085802	1127
EFTa086263	1128
EFTa073952	1129
EFTv015823	1130
EFTv047456	1131
EFTr027252	1132
EFTr037759	1133
EFTr037760	1134
EFTr042541	1135
EFCgr02402	1136
EFTv046635	1137
EFTv017034	1138
EFTv046634	1139
EFTv047437	1140
EFVaa08430	1141
EFVd008098	1142
EFBc010132	1143
EFSs004182	1144
EFFg010071	1145
EFFo011859	1146
EFFv007609	1147
EFAb006044	1148
EFVaa05664	1149
EFVd007608	1150
EFAn143350	1151
EFAn079167	1152
EFAn035543	1153
EFAn143022	1154
EFAn008735	1155
EFAn096897	1156
EFAn097100	1157
EFAn097894	1158
Q27UB2_1	1159
EFAn143205	1160
EFMgr07095	1161
EFVaa06306	1162
EFVd003463	1163
EFFg007097	1164
EFFo019473	1165
EFFv015672	1166
EFCgr09911	1167
EFNc006006	1168
EFVd005992	1169
EFVaa07281	1170
EFVaa01162	1171
EFVd000768	1172
EFVd002879	1173
EFVaa02405	1174
EFFg003176	1175
EFFv015262	1176
EFFo017116	1177
EFFo017115	1178
EFAo011372	1179
Q2TW03_2	1180
B8NX60_1	1181
Q873X6_1	1182
Q0C7H7_1	1183
EFPcr29751	1184
EFPcr10231	1185
EFPcr19579	1186
EFPcr32070	1187
EFPcr73515	1188
Q4WBK6_2	1189
B0YAA4_2	1190
A1DAX2_1	1191
EFNfi05629	1192
EFAc004023	1193
EFAn122190	1194
EFAn043856	1195
EFAn034401	1196
EFAn128720	1197
EFAn126940	1198
EFAn113737	1199
EFAn078052	1200
EFAn132895	1201
EFAn113738	1202
EFAn095083	1203
EFAn094475	1204
EFAn094403	1205
EFAn057675	1206
EFAn057674	1207
EFAn057673	1208
EFAn007646	1209
EFAn022016	1210
EFAn147665	1211
Q27UB1_1	1212
EFAn122191	1213
EFAn022017	1214
EFAn022018	1215
EFAn147666	1216
EFCc004681	1217
EFSm007686	1218
EFSm022216	1219
EFSm060289	1220
EFPpl12314	1221
EFPpl12321	1222
EFBc008484	1223
EFSs008585	1224
EFAn080096	1225
EFAn009643	1226
EFAn036499	1227
EFAn115928	1228
A2RAY7_1	1229
EFAo000397	1230
EFNfi03222	1231
A1D415_1	1232
EFTa064515	1233
EFTa044465	1234
EFTa104619	1235
EFTa074090	1236
EFTa104608	1237
EFTv010609	1238
EFTv046752	1239
EFTv037506	1240
EFCgr00800	1241
EFVaa07262	1242
EFVd005974	1243
EFTa065017	1244
EFTa064908	1245
EFTa095888	1246
EFTa095606	1247
EFTa095538	1248
EFTa055519	1249
EFTa041240	1250
EFTa048792	1251
EFTv037309	1252
EFTv046728	1253
EFTv037682	1254
EFTv017904	1255
EFTr034831	1256
EFTr013529	1257
EFTr026308	1258
EFTr047724	1259
EFTr047646	1260
EFTr073164	1261
EFTr073023	1262
EFTr022755	1263
EFTr013530	1264
EFTr022754	1265
EFTr003251	1266
EFMa004744	1267
EFMac01988	1268
EFMf112775	1269
EFMf007492	1270
EFMf060255	1271
EFMf022883	1272
EFMf079579	1273
EFMf050489	1274
EFMf068982	1275
EFMf029221	1276
EFMf068981	1277
EFMf079577	1278
EFMf079578	1279
EFMf050169	1280
EFMf093522	1281
EFMf049857	1282
EFMf028721	1283
EFMf068983	1284
EFMf104621	1285
EFMg057462	1286
EFMg064739	1287
EFMg091424	1288
EFMg090886	1289
EFMg064730	1290
EFMg049724	1291
EFBc005501	1292
EFNf003160	1293
EFNfi06343	1294
EFAn095051	1295
EFAn125106	1296
EFAn094869	1297
EFAn125311	1298
EFAn007283	1299
EFAn094788	1300
EFAn121922	1301
EFAn130871	1302
A2QG68_2	1303
EFAn034049	1304
EFAn077715	1305
EFAni02108	1306
EFAf010330	1307
EFAo006987	1308
EFLm005093	1309
EFPcr16550	1310
EFVaa06652	1311
EFBc010224	1312
EFSs003517	1313
EFAt009022	1314
EFAf009353	1315
EFAo008681	1316
EFCh009012	1317
EFPn003076	1318
EFCc001302	1319
EFCgl07217	1320
EFSr004026	1321
EFCn004757	1322
EFAn064016	1323
EFAn002549	1324
EFAn029089	1325
EFAn118714	1326
EFAn139005	1327
EFAn085849	1328
EFAn137270	1329
EFAn134012	1330
EFAn084485	1331
EFAn085640	1332
Q2EQQ2_1	1333
EFAn072884	1334
A2QBB4_2	1335
EFAn118701	1336
Q2UP32_1	1337
EFAf007967	1338
EFAo002153	1339
EFCc009511	1340
EFLb196396	1341
EFLb196397	1342
EFLb011791	1343
EFLb025996	1344
EFLb115470	1345
EFLb027318	1346
EFLb116590	1347
EFLb011772	1348
EFLb196390	1349
EFBc002401	1350
EFSs014344	1351
EFBc009278	1352
EFSs011652	1353
EFAn146655	1354
EFAn132626	1355
EFAn132620	1356
EFAn126186	1357
EFAn120828	1358
EFAn111729	1359
EFAn091814	1360
EFAn091217	1361
EFAn089952	1362
EFAn054680	1363
EFAn054679	1364
EFAn054678	1365
EFAn042448	1366
EFAn032562	1367
EFAn019027	1368
EFAn019026	1369
EFAn005841	1370
EFAn019025	1371
EFAn066559	1372
Q27UB0_1	1373
EFAn076261	1374
Q0CXI3_1	1375
EFAo000826	1376
Q2UQ40_1	1377
Q4WX94_1	1378
B0XYC4_1	1379
EFAc003417	1380
EFNfi04438	1381
A1D7I1_1	1382
EFCgr11389	1383
EFVaa07642	1384
EFVd009366	1385
EFMf042478	1386
EFMf022218	1387
EFMf022184	1388
EFMf040289	1389
EFMf042879	1390
EFMf022294	1391
EFMf109774	1392
EFMf100842	1393
EFMf087232	1394
EFMf002860	1395
