# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.1b2 (February 2015); http://hmmer.org/
# Copyright (C) 2015 Howard Hughes Medical Institute.
# Freely distributed under the GNU General Public License (GPLv3).
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/arjen/16/PLC/TargetE/Application/Hmmr-Build/hmm_Group_5.txt
# target sequence database:        /home/arjen/16/PLC/TargetE/ApSeqFile
# show alignments in output:       no
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       Mafft_Group_5  [M=639]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence    Description
    ------- ------ -----    ------- ------ -----   ---- --  --------    -----------
   2.3e-193  640.6   0.4     3e-193  640.2   0.4    1.1  1  0000000233   
   2.3e-193  640.6   0.4     3e-193  640.2   0.4    1.1  1  PLCD4_RAT    
   6.4e-193  639.1   0.0   2.2e-192  637.4   0.0    1.6  1  0000000255   
   1.2e-192  638.2   8.1   4.1e-190  629.8   8.1    2.1  1  0000000172   
   1.8e-192  637.6  11.8   3.9e-100  332.6   4.9    2.0  2  0000000177   
   2.7e-192  637.0   7.0    1.4e-97  324.1   0.2    2.0  2  0000000178   
   3.4e-192  636.7   6.7   5.5e-190  629.4   6.7    2.1  1  0000000196   
   3.5e-192  636.7   5.9   1.6e-101  337.2   1.2    2.1  2  0000000195   
   3.6e-192  636.6   2.4   2.2e-101  336.7   1.6    2.1  2  0000000197   
   5.3e-192  636.1   0.0    1.9e-97  323.7   0.0    2.0  2  0000000256   
   8.3e-192  635.4   3.9   2.9e-101  336.3   0.3    2.3  2  0000000168   
     2e-191  634.1   0.0   2.7e-191  633.7   0.0    1.1  1  0000000250   
     2e-191  634.1   0.4   3.5e-191  633.4   0.4    1.3  1  0000000231   
   2.3e-191  634.0   0.9   4.6e-191  633.0   0.9    1.3  1  0000000326   
     3e-191  633.6   0.5   5.4e-191  632.7   0.5    1.3  1  0000000230   
   3.9e-191  633.2   7.8      5e-99  328.9   1.0    2.1  2  0000000173   
   4.6e-190  629.7   0.0    2.1e-98  326.8   0.0    2.1  2  0000000144   
   4.6e-190  629.7   0.0    2.1e-98  326.8   0.0    2.1  2  PLCD1_BOVIN  
   4.3e-189  626.5   0.0    7.5e-98  325.0   0.0    2.0  2  0000000166   
   1.2e-188  625.0   4.1    1.9e-98  327.0   1.1    2.0  2  0000000181   
     3e-188  623.7   4.0    2.8e-98  326.4   0.9    2.0  2  0000000182   
   4.2e-188  623.2   2.8    2.7e-99  329.8   0.2    2.0  2  0000000276   
   8.9e-188  622.1   0.0   1.3e-187  621.6   0.0    1.2  1  0000000175   
     1e-187  621.9   0.8    2.2e-98  326.8   0.1    2.0  2  0000000194   
     1e-187  621.9   0.8    2.2e-98  326.8   0.1    2.0  2  0000000192   
   1.1e-187  621.7   0.8    2.4e-98  326.7   0.1    2.0  2  0000000193   
     2e-187  620.9   0.0    4.8e-98  325.6   0.0    2.1  2  0000000163   
   2.5e-187  620.6   3.4     4e-100  332.5   3.0    2.1  2  0000000191   
   3.1e-187  620.3   0.1   7.7e-100  331.6   0.2    2.0  2  0000000174   
   1.1e-186  618.5   0.0    6.9e-98  325.1   0.0    2.3  2  0000000157   
   1.2e-186  618.4   0.0    1.3e-99  330.8   0.0    2.1  2  0000000143   
   1.2e-186  618.4   0.0    1.3e-99  330.8   0.0    2.1  2  PLCD1_MOUSE  
   2.3e-186  617.4   0.0    7.3e-95  315.1   0.0    2.0  2  0000000167   
   2.5e-186  617.3   3.4   3.4e-186  616.9   3.4    1.1  1  0000000185   
   2.7e-186  617.2   2.2    1.2e-96  321.0   0.3    2.0  2  0000000200   
   2.8e-186  617.2   0.0    2.4e-97  323.4   0.0    2.1  2  0000000145   
   4.8e-186  616.4   0.0    4.1e-99  329.2   0.0    2.1  2  0000000162   
   5.2e-186  616.3   0.0    3.2e-95  316.3   0.0    2.0  2  0000000261   
   5.4e-186  616.2   0.0    9.5e-97  321.4   0.0    2.1  2  0000000165   
   6.3e-186  616.0   0.0     1e-185  615.3   0.0    1.2  1  0000000253   
   7.3e-186  615.8   0.0   9.7e-186  615.4   0.0    1.1  1  0000000238   
   1.2e-185  615.1   0.0    9.9e-99  327.9   0.0    2.1  2  0000000142   
   6.5e-185  612.6   0.0      2e-97  323.6   0.0    2.0  2  0000000161   
   7.6e-185  612.4   0.0    5.5e-97  322.2   0.0    2.1  2  0000000154   
   8.6e-185  612.2   0.0    5.8e-97  322.1   0.0    2.1  2  0000000148   
     1e-184  612.0   0.0    3.3e-99  329.5   0.0    2.1  2  0000000141   
     1e-184  612.0   0.0    3.3e-99  329.5   0.0    2.1  2  PLCD1_RAT    
   1.1e-184  611.8   0.0   3.3e-184  610.3   0.0    1.6  1  0000000254   
   1.3e-184  611.6  11.3    1.1e-97  324.4   4.0    2.3  2  0000000188   
   1.6e-184  611.3   0.0    1.6e-95  317.4   0.0    2.1  2  0000000158   
   2.9e-184  610.5   0.0    4.2e-96  319.3   0.0    2.1  2  0000000150   
   2.9e-184  610.5   0.0    4.2e-96  319.3   0.0    2.1  2  PLCD1_HUMAN  
   3.3e-184  610.3   0.0    4.4e-96  319.2   0.0    2.1  2  0000000146   
   4.4e-184  609.9   0.4   5.2e-184  609.7   0.4    1.0  1  0000000332   
   5.2e-184  609.7   0.0    6.7e-96  318.6   0.0    2.1  2  0000000152   
   8.5e-184  608.9   2.6    1.2e-95  317.7   0.3    2.0  2  0000000235   
   1.1e-183  608.6   0.0    4.8e-95  315.7   0.0    2.3  2  0000000159   
   1.5e-183  608.2   0.0    8.9e-96  318.2   0.0    2.1  2  0000000151   
   1.5e-183  608.2   0.0    8.9e-96  318.2   0.0    2.1  2  0000000147   
   1.7e-183  607.9   0.0    5.9e-95  315.4   0.0    2.3  2  0000000160   
   2.2e-183  607.6   0.0    2.9e-92  306.6   0.0    2.0  2  0000000138   
   2.5e-183  607.4   0.0    4.2e-95  316.0   0.0    2.1  2  0000000155   
   2.8e-183  607.2   0.0    4.4e-95  315.9   0.0    2.1  2  0000000156   
   8.6e-183  605.6   7.4   3.7e-180  596.9   7.4    2.1  1  0000000184   
   1.3e-182  605.1   1.9    7.7e-96  318.4   0.2    2.0  2  0000000234   
   1.4e-182  604.9   7.1    1.5e-92  307.5   2.7    2.1  2  0000000183   
   3.1e-182  603.8  11.1    4.6e-93  309.2   1.0    2.0  2  0000000227   
   3.1e-181  600.5   0.1    2.5e-91  303.5   0.0    2.0  2  0000000135   
   4.9e-181  599.8   0.1    1.9e-91  303.9   0.0    2.0  2  0000000134   
   7.1e-181  599.3   0.2   1.9e-179  594.6   0.2    2.0  1  0000000132   
   1.6e-180  598.1  11.3   2.6e-180  597.4  11.3    1.3  1  0000000228   
   3.2e-180  597.2   5.1   4.5e-177  586.7   5.1    2.1  1  0000000180   
   6.6e-180  596.1   0.0    1.1e-89  298.0   0.0    2.0  2  0000000136   
   8.1e-180  595.8   0.0      6e-92  305.5   0.0    2.4  2  0000000137   
   2.2e-179  594.4   0.0     2e-178  591.2   0.0    1.9  1  0000000283   
   5.5e-179  593.1   5.1   7.8e-176  582.6   5.1    2.1  1  0000000179   
   7.1e-179  592.7   1.3    3.7e-90  299.6   0.6    2.1  2  0000000140   
     8e-179  592.5  11.8    1.7e-91  304.1   1.2    2.1  2  0000000190   
     8e-179  592.5   0.0    3.1e-89  296.6   0.0    2.0  2  0000000131   
   9.1e-179  592.3  11.8    1.8e-91  304.0   1.2    2.1  2  0000000189   
   3.2e-178  590.5   0.1      3e-90  299.9   0.1    2.1  2  0000000430   
   1.1e-177  588.8   0.1    3.2e-89  296.5   0.0    2.2  2  0000000139   
   2.9e-177  587.4   0.5      3e-97  323.0   0.8    2.0  2  0000000288   
   1.2e-176  585.3   0.0     2e-176  584.6   0.0    1.2  1  0000000225   
   3.5e-176  583.8   0.7    5.2e-96  318.9   0.2    2.0  2  0000000290   
   4.1e-176  583.6   0.0   5.2e-176  583.2   0.0    1.0  1  0000000129   
   2.4e-175  581.0   8.7    4.8e-90  299.2   0.7    2.1  2  0000000187   
   1.5e-174  578.5   0.1   2.7e-172  571.0   0.1    2.0  1  0000000286   
   1.7e-174  578.3   0.0    2.6e-87  290.2   0.0    2.0  2  0000000127   
   1.7e-174  578.2   0.0      3e-87  290.0   0.0    2.0  2  0000000128   
     3e-174  577.4   0.0    4.2e-88  292.8   0.1    2.1  2  0000000125   
     3e-174  577.4   0.0    4.2e-88  292.8   0.1    2.1  2  PLD3A_DANRE  
   7.8e-174  576.0   3.6      7e-95  315.2   0.5    2.0  2  0000000285   
   1.2e-173  575.4   0.0    4.8e-87  289.3   0.0    2.0  2  0000000130   
   1.5e-173  575.1   0.1   2.2e-173  574.6   0.1    1.2  1  0000000291   
   2.1e-173  574.6   0.0    6.9e-96  318.5   0.0    2.1  2  0000000153   
   2.5e-173  574.4   0.0    7.4e-96  318.4   0.0    2.1  2  0000000149   
   8.8e-173  572.6   3.7    1.7e-92  307.3   1.9    2.2  2  0000000399   
   9.7e-173  572.4   0.0    1.3e-86  287.9   0.0    2.0  2  0000000126   
   1.5e-172  571.8   3.1    1.6e-92  307.5   1.3    2.1  2  0000000400   
   1.9e-172  571.5   7.8      3e-86  286.7   0.1    2.2  2  0000000186   
   1.9e-172  571.5   0.0    2.5e-87  290.3   0.0    2.0  2  0000000218   
     2e-172  571.4   0.0    1.2e-86  288.0   0.0    2.1  2  0000000164   
   2.3e-172  571.2   0.0    6.5e-88  292.2   0.0    2.0  2  0000000204   
   2.6e-172  571.0   3.5    2.1e-92  307.0   1.5    2.1  2  0000000398   
   5.6e-172  569.9   4.8    1.2e-91  304.6   2.3    2.3  2  0000000372   
   9.5e-172  569.2   4.3    3.3e-91  303.1   2.3    2.4  2  0000000380   
   2.1e-171  568.0   4.6    3.4e-91  303.0   2.3    2.4  2  0000000381   
   2.5e-171  567.7   3.9    1.4e-91  304.4   1.6    2.4  2  0000000389   
   2.7e-171  567.6   3.8    2.1e-91  303.7   1.5    2.2  2  0000000394   
   2.8e-171  567.6   3.8    1.9e-91  303.9   1.3    2.2  2  0000000395   
   3.7e-171  567.2   0.0    1.3e-87  291.1   0.0    2.0  2  0000000209   
   3.9e-171  567.1   4.0    4.6e-91  302.6   1.8    2.1  2  0000000388   
   4.2e-171  567.0   4.3    6.8e-91  302.0   1.9    2.4  2  0000000375   
   4.4e-171  567.0   4.3    6.4e-91  302.1   2.2    2.4  2  0000000373   
   4.4e-171  567.0   4.3    6.4e-91  302.1   2.2    2.4  2  0000000374   
   4.4e-171  566.9   0.2    2.1e-93  310.4   0.5    2.0  2  0000000287   
   4.4e-171  566.9   4.3    5.9e-91  302.2   2.2    2.2  2  0000000393   
   4.9e-171  566.8   5.1    3.3e-91  303.1   2.4    2.2  2  0000000391   
     6e-171  566.5   4.3    7.2e-91  302.0   1.9    2.2  2  0000000386   
   6.6e-171  566.4   4.3    8.6e-91  301.7   1.9    2.4  2  0000000376   
   6.7e-171  566.4   4.3    8.6e-91  301.7   1.9    2.4  2  0000000378   
   6.8e-171  566.3   4.4    9.3e-91  301.6   2.1    2.4  2  0000000377   
   6.8e-171  566.3   4.4    9.3e-91  301.6   2.1    2.4  2  PLCL2_HUMAN  
   7.1e-171  566.3   1.5    1.6e-91  304.1   1.7    2.1  2  0000000403   
   7.5e-171  566.2   0.0    3.9e-87  289.6   0.0    2.0  2  0000000210   
   8.1e-171  566.1   4.1    4.9e-91  302.5   1.8    2.2  2  0000000397   
   1.2e-170  565.6   0.0    3.3e-87  289.8   0.0    2.0  2  0000000205   
   1.2e-170  565.6   0.0    3.3e-87  289.8   0.0    2.0  2  PLCD3_HUMAN  
   1.2e-170  565.5   4.4    1.7e-90  300.7   2.0    2.1  2  0000000387   
   1.5e-170  565.2   0.0      6e-87  289.0   0.0    2.0  2  0000000206   
   1.6e-170  565.1   1.9   7.2e-170  562.9   1.9    1.7  1  0000000229   
   1.7e-170  565.0   0.0    3.2e-88  293.2   0.0    2.0  2  0000000202   
   1.7e-170  565.0   0.0    3.2e-88  293.2   0.0    2.0  2  PLCD3_MOUSE  
   1.7e-170  565.0   4.2    2.8e-90  300.0   2.0    2.3  2  0000000390   
   1.9e-170  564.9   0.0    3.7e-87  289.7   0.0    2.0  2  0000000207   
   2.5e-170  564.4   0.0    1.2e-88  294.6   0.0    2.0  2  0000000133   
   2.9e-170  564.3   0.5    1.9e-94  313.8   0.2    2.2  2  0000000406   
   3.1e-170  564.1   3.6    4.7e-90  299.3   1.4    2.4  2  0000000379   
   3.2e-170  564.1   4.0    8.8e-91  301.7   1.3    2.4  2  0000000384   
   4.3e-170  563.7  10.5    8.8e-92  305.0   1.7    2.4  2  0000000382   
   6.4e-170  563.1  10.7    1.6e-91  304.1   2.0    2.5  2  0000000371   
   6.4e-170  563.1  10.7    1.6e-91  304.1   2.0    2.5  2  PLCL2_MOUSE  
   1.5e-169  561.9   0.0    5.5e-87  289.1   0.0    2.1  2  0000000214   
   3.4e-169  560.7   2.0    4.3e-90  299.4   0.5    2.2  2  0000000401   
   5.3e-169  560.1   0.0    1.3e-86  287.9   0.0    2.0  2  0000000208   
   5.7e-169  560.0   0.0    9.4e-85  281.8   0.0    2.0  2  0000000211   
   1.6e-168  558.5   0.0    6.8e-85  282.2   0.0    2.0  2  0000000213   
   4.9e-168  556.9   0.0   8.7e-168  556.1   0.0    1.3  1  0000000224   
   7.5e-168  556.3   0.0    1.5e-87  291.0   0.0    2.0  2  0000000216   
   1.1e-167  555.7  10.9    5.2e-91  302.4   1.4    2.5  2  0000000392   
   1.3e-167  555.4   0.0    6.1e-85  282.4   0.0    2.0  2  0000000221   
   8.4e-167  552.8   0.0    1.9e-86  287.3   0.0    2.0  2  0000000215   
     1e-166  552.5   1.3    2.7e-89  296.8   0.8    2.1  2  0000000410   
   1.1e-166  552.4   6.0    6.6e-89  295.5   2.4    2.3  2  0000000396   
   1.2e-166  552.3   0.0    5.3e-83  276.0   0.0    2.0  2  0000000217   
   1.2e-166  552.2   1.3    2.9e-89  296.7   0.8    2.1  2  0000000407   
   1.3e-166  552.2   4.7    3.8e-96  319.4   3.7    2.1  2  0000000047   
   1.7e-166  551.8   0.0    9.6e-85  281.7   0.0    2.0  2  0000000222   
   4.4e-166  550.4   0.0    8.5e-84  278.6   0.0    2.0  2  0000000219   
   7.9e-166  549.6   1.2    1.9e-87  290.6   0.9    2.1  2  0000000404   
   9.2e-166  549.4   0.2      5e-89  295.9   0.2    2.1  2  0000000408   
   4.7e-165  547.0   2.2    4.7e-87  289.4   1.0    2.2  2  0000000402   
   6.1e-165  546.7   9.7    1.6e-91  304.1   1.9    2.4  2  0000000385   
   1.5e-164  545.3   1.4    7.5e-97  321.7   0.2    2.0  2  0000000294   
   1.8e-164  545.1   0.1    6.3e-89  295.5   0.1    2.2  2  0000000405   
   1.9e-164  545.0   0.4    8.9e-86  285.1   0.0    2.1  2  0000000338   
     2e-164  544.9   0.4    9.2e-86  285.1   0.0    2.1  2  0000000345   
   2.6e-164  544.6   0.0    3.1e-84  280.0   0.0    2.0  2  0000000220   
   2.7e-164  544.5   0.4    1.1e-85  284.9   0.0    2.1  2  0000000339   
   2.7e-164  544.5   0.4    1.1e-85  284.9   0.0    2.1  2  PLCL1_HUMAN  
   5.1e-164  543.6   0.4    1.1e-85  284.9   0.0    2.1  2  0000000340   
   7.8e-164  543.0   0.4    9.3e-86  285.1   0.0    2.1  2  0000000343   
   8.1e-164  542.9   0.4    9.4e-86  285.0   0.0    2.1  2  0000000347   
   1.4e-163  542.1   0.6    4.8e-85  282.7   0.0    2.1  2  0000000350   
   2.6e-163  541.3   0.8    9.2e-86  285.1   0.0    2.1  2  0000000346   
   2.6e-163  541.3   0.6    1.8e-85  284.1   0.0    2.1  2  0000000342   
   2.6e-163  541.3   0.4    2.8e-85  283.5   0.0    2.1  2  0000000341   
   4.9e-163  540.4   0.7    5.2e-85  282.6   0.0    2.1  2  0000000344   
   5.2e-163  540.3   0.3    1.1e-84  281.6   0.0    2.1  2  0000000351   
   7.2e-163  539.8   0.4    7.1e-85  282.2   0.0    2.1  2  0000000355   
   8.7e-163  539.5   0.4    7.9e-85  282.0   0.0    2.1  2  0000000354   
   1.5e-162  538.7   0.5    3.9e-85  283.0   0.0    2.1  2  0000000349   
   1.5e-162  538.7   1.2      7e-85  282.2   0.0    2.1  2  0000000356   
   1.8e-162  538.5   0.5    1.5e-84  281.1   0.0    2.1  2  0000000353   
     4e-162  537.3   0.3    8.3e-85  281.9   0.0    2.1  2  0000000348   
   4.6e-162  537.1   1.5    6.4e-97  321.9   0.3    2.0  2  0000000293   
   4.7e-162  537.1   0.8    3.2e-84  280.0   0.0    2.1  2  0000000357   
   5.2e-162  537.0   0.1    8.4e-84  278.6   0.0    2.1  2  0000000358   
   6.4e-162  536.7   0.0    2.5e-84  280.3   0.0    2.1  2  0000000415   
   6.9e-162  536.6   0.0    3.7e-86  286.4   0.0    2.2  2  0000000409   
   7.8e-162  536.4   0.0    3.7e-83  276.5   0.0    2.0  2  0000000212   
   1.1e-161  535.9   0.0    2.6e-83  277.0   0.0    2.1  2  0000000414   
   1.9e-161  535.2   0.0      7e-84  278.9   0.0    2.1  2  0000000413   
   1.9e-161  535.1   2.0    3.8e-96  319.4   1.1    2.1  2  0000000043   
   5.3e-161  533.6   1.4   6.2e-101  335.2   0.1    2.0  2  0000000336   
   7.2e-161  533.2   0.3    2.3e-84  280.5   0.0    2.1  2  0000000352   
   8.1e-161  533.0   1.1    2.2e-94  313.6   0.2    2.0  2  0000000037   
   1.5e-160  532.2   0.9    5.1e-82  272.7   0.0    2.1  2  0000000366   
   3.8e-160  530.8   1.0    1.6e-80  267.8   1.0    2.1  2  0000000436   
   4.8e-160  530.5   3.2    4.3e-95  315.9   2.5    2.1  2  0000000036   
   6.8e-160  530.0   0.3    2.8e-84  280.2   0.0    2.1  2  0000000363   
   8.3e-160  529.7   1.8    7.4e-95  315.1   0.7    2.1  2  0000000038   
   8.3e-160  529.7   1.1    1.5e-91  304.2   1.5    2.0  2  0000000106   
   8.6e-160  529.6   2.9    5.4e-95  315.6   2.7    2.1  2  0000000042   
   1.3e-159  529.1   0.1   1.9e-158  525.2   0.1    1.9  1  0000000292   
     2e-159  528.4   1.6    1.2e-94  314.5   0.8    2.1  2  0000000039   
   2.4e-159  528.2   1.4    2.2e-91  303.7   2.1    2.1  2  0000000105   
   2.6e-159  528.1   3.0    2.1e-94  313.6   2.1    2.1  2  0000000035   
